NAME10,0,Green_Area,12,Open_urban,Low_intensity_Developed,Medium_high_intensity_Developed,Medium_high_intensity_Developed,Open_urban,Green_Area,Green_Area,Green_Area,Green_Area,Agriculture,Agriculture,Agriculture,Green_Area,Green_Area,Total_Green_Area,Total_Agriculture,Total_Open_Urban,Total_Low_Intensity_Developed,Total_Medium_High_Intensity_Developed,Total
Columbus__TX,0,63,0,2874,2315,1017,391,0,192,26,0,214,103,940,0,22,17,534,1043,2874,2315,1408,8174
Gatesville__TX,0,0,0,5741,2880,1627,835,0,521,424,0,910,4797,222,213,224,0,2079,5232,5741,2880,2462,18394
Sullivan__IL,0,0,0,1639,3097,1112,525,0,109,0,0,0,15,204,2483,0,0,109,2702,1639,3097,1637,9184
West_Frankfort__IL,0,68,0,2997,6569,2500,431,0,2182,0,0,0,80,575,418,682,202,3134,1073,2997,6569,2931,16704
Angels__CA,0,0,0,1221,1475,543,280,0,1002,632,2,891,1621,0,0,0,0,2527,1621,1221,1475,823,7667
Rancho_Calaveras__Valley_Springs__CA,0,53,0,3940,3372,709,71,0,1285,1220,18,1793,9709,0,0,0,0,4369,9709,3940,3372,780,22170
San_Diego__TX,0,0,0,1242,1849,1024,78,0,18,0,0,503,137,309,102,34,6,561,548,1242,1849,1102,5302
Benton_City__WA,0,97,0,1924,2554,674,36,0,0,0,0,1104,167,2,509,0,0,1201,678,1924,2554,710,7067
Sidney__NE,0,8,0,1512,3025,2100,648,0,54,21,0,0,1934,0,198,0,7,90,2132,1512,3025,2748,9507
Karnes_City__TX,0,0,0,818,1849,1491,233,17,18,0,0,489,130,355,0,11,0,518,485,835,1849,1724,5411
Crozet__VA,0,122,0,2209,2158,606,181,0,1248,712,731,54,84,1945,64,3,0,2870,2093,2209,2158,787,10117
Hampton__SC,0,0,0,2231,3172,1428,402,84,185,3041,26,2134,543,7,445,2292,157,7835,995,2315,3172,1830,16147
Perham__MN,0,0,0,1732,1157,1330,436,0,0,58,0,0,7,79,442,68,14,140,528,1732,1157,1766,5323
Albany__MN,0,308,0,1342,1275,1141,340,0,45,7,0,0,2,499,133,13,25,398,634,1342,1275,1481,5130
Reidsville__GA,0,3,0,1617,1228,385,61,0,140,842,108,2183,434,1007,985,645,128,4049,2426,1617,1228,446,9766
Lake_Park__GA,0,2326,0,2863,1335,558,96,0,195,1834,505,675,915,46,464,1599,722,7856,1425,2863,1335,654,14133
Annandale__MN,0,120,0,1497,1131,945,378,12,533,25,0,0,173,776,1893,5,309,992,2842,1509,1131,1323,7797
Delano__MN,0,143,0,1401,1954,1787,628,0,321,6,0,25,44,1332,679,9,206,710,2055,1401,1954,2415,8535
Milaca__MN,0,3,0,872,951,1120,444,0,178,0,6,0,19,1058,78,42,216,445,1155,872,951,1564,4987
Spirit_Lake__IA,0,5847,0,9427,5169,4498,1593,0,267,0,2422,125,2615,276,4579,39,1563,10263,7470,9427,5169,6091,38420
Charles_City__IA,0,381,0,1508,5073,1380,753,0,300,14,0,0,566,181,1006,188,23,906,1753,1508,5073,2133,11373
Marshall__IL,0,5,0,1332,3206,621,201,0,203,0,0,0,410,137,963,0,0,208,1510,1332,3206,822,7078
Provincetown__MA,0,68,0,314,1061,1919,753,381,215,454,32,196,129,0,0,158,152,1275,129,695,1061,2672,5832
Eastland__TX,0,0,0,2278,1320,410,282,0,7,59,0,234,62,2,67,6,0,306,131,2278,1320,692,4727
Paris__KY,0,142,0,2975,4384,2023,479,2,1844,180,16,0,9,1694,449,0,25,2207,2152,2977,4384,2502,14222
Belgrade__MT,0,117,0,5583,7881,5105,638,0,0,0,0,1475,7192,564,1415,22,0,1614,9171,5583,7881,5743,29992
Fairmont__MN,0,5415,0,3890,4829,1527,890,0,50,0,0,0,482,196,5664,798,120,6383,6342,3890,4829,2417,23861
Marinette__Menominee__WI__MI,0,1115,0,4314,9087,6707,2937,96,442,162,46,34,216,12,202,2633,282,4714,430,4410,9087,9644,28285
Prescott__WI,0,38,0,539,2253,736,168,0,680,28,0,0,0,0,332,0,0,746,332,539,2253,904,4774
Hartford__CT,0,30621,0,289306,282593,205488,49663,5600,369755,38154,25600,17402,10053,61994,20291,94521,10003,586056,92338,294906,282593,255151,1511044
Delta__CO,0,264,0,1838,3971,3556,1144,0,0,34,0,702,0,1103,2805,1031,0,2031,3908,1838,3971,4700,16448
Princeton__IL,0,0,0,3247,5120,2225,1094,7,858,0,0,0,1,184,2862,12,0,870,3047,3254,5120,3319,15610
Colchester__CT,0,879,0,4956,3460,1276,210,15,20037,491,1988,1414,36,2051,92,5532,380,30721,2179,4971,3460,1486,42817
Pittsburg__KS,0,142,0,8764,12883,4138,1867,30,1076,0,0,7,136,2670,1831,37,0,1262,4637,8794,12883,6005,33581
Louisburg__NC,0,14,0,2590,981,821,200,0,643,741,186,25,291,334,29,72,0,1681,654,2590,981,1021,6927
DeKalb__IL,0,307,0,13010,25347,16017,6184,266,1337,0,0,0,458,1419,10492,16,0,1660,12369,13276,25347,22201,74853
Mankato__MN,0,1242,0,16107,15777,16408,7363,1051,5356,0,0,34,2111,1055,8482,183,1430,8245,11648,17158,15777,23771,76599
Jackson__KY,0,454,0,738,1239,960,296,36,1367,117,248,5,391,952,25,0,0,2191,1368,774,1239,1256,6828
New_Ulm__MN,0,605,0,2824,5185,4450,1286,22,1935,0,0,0,373,221,850,1279,1354,5173,1444,2846,5185,5736,20384
River_Falls__WI,0,158,0,3360,5825,2329,502,0,3528,97,0,37,69,1134,4849,343,51,4214,6052,3360,5825,2831,22282
Monett__MO,0,0,0,3098,4799,2081,971,18,604,38,0,22,0,2062,0,0,0,664,2062,3116,4799,3052,13693
Stevens_Point__WI,0,2095,0,17397,21698,7495,3446,0,6230,3084,1514,26,528,545,3728,2903,1032,16884,4801,17397,21698,10941,71721
New_Boston__TX,0,15,0,1675,5789,1200,475,402,561,934,175,847,70,810,0,11,0,2543,880,2077,5789,1675,12964
Shelby__MT,0,0,0,491,1436,829,204,0,0,0,0,0,764,0,398,0,0,0,1162,491,1436,1033,4122
Ashtabula__OH,0,1084,0,13322,18181,6550,2369,994,13917,72,0,543,2298,1419,622,1298,94,17008,4339,14316,18181,8919,62763
Jefferson__OH,0,0,0,1845,2031,587,204,0,1117,0,0,28,111,160,38,24,0,1169,309,1845,2031,791,6145
Genoa__IL,0,11,0,1185,3291,968,225,0,504,5,0,0,50,32,1576,3,0,523,1658,1185,3291,1193,7850
Forest_City__IA,0,13,0,2060,2418,1077,687,0,19,0,0,0,325,60,292,419,208,659,677,2060,2418,1764,7578
Oneida__TN,0,179,0,4705,2903,1842,982,155,1823,42,512,8,1877,1340,0,0,0,2564,3217,4860,2903,2824,16368
Eaton_Rapids__MI,0,439,0,2628,2898,930,429,147,1034,41,31,5,21,719,759,1706,26,3282,1499,2775,2898,1359,11813
Kennebunk__ME,0,664,0,5498,4318,1469,427,240,2445,2875,6508,815,257,522,97,6090,2370,21767,876,5738,4318,1896,34595
Sanford__ME,0,302,0,2770,3614,3289,1278,185,765,884,2665,626,82,194,134,1758,305,7305,410,2955,3614,4567,18851
Aberdeen__SD,0,277,0,11427,9278,6040,3198,7,404,0,0,0,77,3231,2532,0,260,941,5840,11434,9278,9238,36731
Norwood_Young_America__MN,0,149,0,801,1137,1155,361,0,183,0,0,40,34,594,641,0,307,679,1269,801,1137,1516,5402
Erwin__TN,0,114,0,6444,4735,1659,716,0,1911,339,190,38,281,2178,9,43,8,2643,2468,6444,4735,2375,18665
Clinton__SC,0,7,0,7845,6640,1804,1119,31,3873,1490,49,59,781,2260,0,476,28,5982,3041,7876,6640,2923,26462
Ruston__LA,0,185,0,12900,21019,6840,2201,54,1179,17204,1035,2552,454,978,0,1723,29,23907,1432,12954,21019,9041,68353
Franklin__NH,0,202,0,4563,3142,1836,846,66,768,1543,3610,314,362,414,128,787,17,7241,904,4629,3142,2682,18598
Dillon__MT,0,0,0,700,1632,2423,591,0,0,0,0,0,223,699,207,16,0,16,1129,700,1632,3014,6491
Tuscola__IL,0,61,0,1326,3765,1291,437,0,0,0,0,0,0,26,1564,0,0,61,1590,1326,3765,1728,8470
Missouri_Valley__IA,0,0,0,1112,1263,675,328,0,253,0,0,0,135,1,101,0,3,256,237,1112,1263,1003,3871
Alma__St__Louis__MI,0,544,0,5149,6861,3777,1879,0,584,86,24,0,69,1157,956,706,80,2024,2182,5149,6861,5656,21872
Barbourville__KY,0,95,0,2228,3771,2216,658,147,2162,42,214,6,813,2276,80,0,0,2519,3169,2375,3771,2874,14708
Boardman__OR,0,47,0,1139,2020,1216,176,0,7,0,7,2695,47,0,841,44,30,2830,888,1139,2020,1392,8269
Altoona__PA,0,89,0,19300,31126,15267,7216,46,23588,255,70,0,0,9919,903,0,0,24002,10822,19346,31126,22483,107779
Dyer__TN,0,8,0,2485,855,293,131,0,359,17,0,0,0,152,2402,572,11,967,2554,2485,855,424,7285
Humboldt__TN,0,34,0,6644,3408,1193,680,0,1596,175,0,86,0,34,2891,476,15,2382,2925,6644,3408,1873,17232
Trenton__TN,0,0,0,2638,1255,546,227,0,513,125,0,16,0,0,538,610,0,1264,538,2638,1255,773,6468
Headland__AL,0,0,0,1506,1963,520,145,28,33,131,34,648,6,765,870,15,0,861,1641,1534,1963,665,6664
Panama_City_Northeast__FL,0,100,0,5493,2216,336,74,214,0,3499,6,2476,527,991,0,3543,413,10037,1518,5707,2216,410,19888
Evergreen__AL,0,5,0,1921,830,327,157,0,1236,274,762,368,58,250,0,61,0,2706,308,1921,830,484,6249
Malvern__OH,0,2172,0,2480,1528,434,89,0,2249,25,0,0,216,600,143,116,3,4565,959,2480,1528,523,10055
Lamar__MO,0,23,0,2228,2838,834,490,0,83,0,0,0,0,645,320,491,0,597,965,2228,2838,1324,7952
Sweeny__TX,0,15,0,1686,1611,475,213,0,97,73,32,37,40,134,370,201,0,455,544,1686,1611,688,4984
West_Columbia__TX,0,29,0,3636,2200,645,303,0,572,228,98,267,386,770,0,579,34,1807,1156,3636,2200,948,9747
Lexington__VA,0,249,0,3722,5303,1701,527,0,1109,1121,177,39,2,3005,18,0,0,2695,3025,3722,5303,2228,16973
Newport__PA,0,135,0,367,742,428,126,1,245,0,0,0,0,184,23,27,0,407,207,368,742,554,2278
Emporia__KS,0,563,0,5717,12177,6132,3041,0,214,0,0,0,503,2562,1268,204,24,1005,4333,5717,12177,9173,32405
Hillsdale__MI,0,497,0,7246,5807,2392,1399,62,1516,134,46,0,140,760,550,1594,202,3989,1450,7308,5807,3791,22345
Carthage__TN,0,349,0,1992,1495,719,336,36,1694,92,174,110,576,896,188,13,0,2432,1660,2028,1495,1055,8670
Nantucket__MA,0,5,0,2619,5916,5506,875,287,732,2582,604,2762,372,333,0,431,278,7394,705,2906,5916,6381,23302
Sioux_Falls__SD,0,1201,0,50570,44317,36063,16829,984,4578,0,0,0,4909,8760,16824,111,962,6852,30493,51554,44317,52892,186108
Palestine__TX,0,169,0,9693,16044,4413,2944,0,1692,1496,5653,1403,123,2024,57,3536,0,13949,2204,9693,16044,7357,49247
Allendale__SC,0,0,0,1430,2111,890,108,0,94,580,77,347,55,122,282,460,0,1558,459,1430,2111,998,6556
Camden__TN,0,0,0,3586,1245,748,313,0,4661,250,0,42,47,503,146,49,0,5002,696,3586,1245,1061,11590
Ozark__AL,0,418,0,8310,5188,2086,840,0,3710,7041,1684,5408,113,1948,688,246,23,18530,2749,8310,5188,2926,37703
Woodville__FL,0,0,0,2669,703,465,141,228,1965,7620,2860,3039,709,20,483,1005,84,16573,1212,2897,703,606,21991
Lucedale__MS,0,7,0,1840,923,549,195,48,54,745,296,825,293,1013,6,446,11,2384,1312,1888,923,744,7251
Dodgeville__WI,0,0,0,1412,2622,1300,363,1,332,0,0,0,0,693,2161,0,0,332,2854,1413,2622,1663,8884
Vado__NM,0,9,0,1099,1203,120,10,7,0,0,0,1925,50,331,6671,0,0,1934,7052,1106,1203,130,11425
Chelsea__MI,0,45,0,3826,3075,1725,729,34,460,6,0,7,11,713,729,923,16,1457,1453,3860,3075,2454,12299
Mount_Vernon__MO,0,6,0,1490,2848,1125,482,0,574,0,4,12,6,1819,38,19,0,615,1863,1490,2848,1607,8423
Columbus__WI,0,111,0,1946,3155,1100,319,5,118,5,47,0,130,879,2936,176,244,701,3945,1951,3155,1419,11171
Waupun__WI,0,79,0,1313,3863,2363,701,7,102,0,0,1,8,793,1159,280,59,521,1960,1320,3863,3064,10728
Houghton__MI,0,2556,0,3305,5164,4662,2841,328,4223,817,1251,44,115,0,20,864,209,9964,135,3633,5164,7503,26399
Laurium__MI,0,14,0,1364,2944,3004,1164,51,1372,120,322,46,15,119,0,298,31,2203,134,1415,2944,4168,10864
McKenzie__TN,0,0,0,4885,1286,549,223,0,2196,26,0,27,9,289,1723,0,0,2249,2021,4885,1286,772,11213
Box_Elder__SD,0,58,0,4004,4491,2290,811,7,6,29,0,1145,9700,0,197,291,295,1824,9897,4011,4491,3101,23324
Denmark__SC,0,0,0,1690,1742,446,141,0,129,785,103,956,115,430,111,1104,10,3087,656,1690,1742,587,7762
Rockport__TX,0,1755,0,10077,11603,6085,1943,487,7849,217,25,3322,2298,478,0,1442,1771,16381,2776,10564,11603,8028,49352
Dalton__OH,0,137,0,1768,1722,676,272,0,200,0,0,0,25,137,1498,0,0,337,1660,1768,1722,948,6435
Geneva__OH,0,28,0,3362,4032,1091,216,0,3132,0,0,96,370,322,260,58,0,3314,952,3362,4032,1307,12967
Garrettsville__OH,0,45,0,2955,2572,623,186,0,6882,46,0,122,769,1821,2829,174,21,7290,5419,2955,2572,809,19045
Montauk__NY,0,877,0,2860,2655,3215,426,248,2217,0,459,19,765,137,0,117,581,4270,902,3108,2655,3641,14576
Tea__SD,0,39,0,940,972,988,186,0,7,0,0,0,11,81,677,0,39,85,769,940,972,1174,3940
North_Eagle_Butte__SD,0,0,0,369,986,586,84,6,0,0,0,7,661,313,770,18,105,130,1744,375,986,670,3905
Springfield__TN,0,101,0,8039,5691,2757,1727,30,7269,523,75,0,39,8148,749,0,0,7968,8936,8069,5691,4484,35148
Norwalk__OH,0,108,0,6522,9721,3682,1561,995,4207,153,0,0,51,898,2526,0,1,4469,3475,7517,9721,5243,30425
Lebanon__VA,0,0,0,2540,996,1047,284,23,784,7,32,0,218,2669,0,0,0,823,2887,2563,996,1331,8600
Covington__TN,0,14,0,3781,4564,1858,859,0,648,10,13,230,0,827,6109,61,11,987,6936,3781,4564,2717,18985
Ionia__MI,0,104,0,4515,4584,2012,913,147,2180,173,64,26,91,1569,2744,1519,0,4066,4404,4662,4584,2925,20641
Portland__MI,0,342,0,2026,2422,1246,337,13,536,26,4,37,11,624,2369,237,16,1198,3004,2039,2422,1583,10246
Neodesha__KS,0,0,0,855,1955,741,313,0,22,0,0,0,2,174,2,33,0,55,178,855,1955,1054,4097
Towanda__PA,0,94,0,2761,1569,630,206,5,711,6,295,32,63,900,783,36,118,1292,1746,2766,1569,836,8209
Ashland_City__TN,0,27,0,1176,1011,1001,564,17,3727,635,100,30,92,293,233,43,28,4590,618,1193,1011,1565,8977
Pleasanton__TX,0,0,0,4854,8210,3061,684,50,186,18,39,1317,480,1461,20,7,2,1569,1961,4904,8210,3745,20389
Goodrich__MI,0,1694,0,3683,2622,985,285,13,3738,521,236,21,190,2461,996,2685,515,9410,3647,3696,2622,1270,20645
Sparta__MI,0,0,0,1037,1491,1135,522,0,236,8,0,0,0,71,294,213,0,457,365,1037,1491,1657,5007
Douglas__MI,0,98,0,2737,1899,876,294,12,1137,186,258,54,227,12,26,447,25,2205,265,2749,1899,1170,8288
Dorr__MI,0,28,0,1649,3044,773,154,103,1261,104,68,21,240,3028,4910,413,26,1921,8178,1752,3044,927,15822
El_Campo__TX,0,0,0,7636,5162,2418,933,12,138,0,0,450,581,845,88,36,8,632,1514,7648,5162,3351,18307
Wharton__TX,0,105,0,5087,3897,1752,699,28,676,83,22,343,216,809,328,41,9,1279,1353,5115,3897,2451,14095
Forsyth__GA,0,44,0,3691,1891,1004,342,40,1163,1499,348,169,323,1285,0,0,0,3223,1608,3731,1891,1346,11799
Findlay__OH,0,694,0,13690,24405,12147,6472,729,1574,16,0,0,591,0,8585,0,113,2397,9176,14419,24405,18619,69016
Glenwood_Springs__CO,0,64,0,1837,3617,1964,769,31,888,643,0,2614,26,966,18,886,0,5095,1010,1868,3617,2733,14323
New_Castle__CO,0,115,0,861,1423,1171,79,18,65,732,0,1808,0,600,0,41,0,2761,600,879,1423,1250,6913
Rifle__CO,0,83,0,1318,3118,2122,344,7,0,130,0,1374,0,2547,0,227,0,1814,2547,1325,3118,2466,11270
Hillsboro__OH,0,0,0,2988,2171,1305,868,0,3286,5,0,0,41,1037,498,0,6,3297,1576,2988,2171,2173,12205
Natchitoches__LA,0,1046,0,7993,12512,3472,1661,133,59,1072,129,710,48,3222,2392,437,164,3617,5662,8126,12512,5133,35050
Clarksdale__MS,0,92,0,5526,6881,3893,1116,0,77,8,162,0,10,17,5725,988,0,1327,5752,5526,6881,5009,24495
Roanoke_Rapids__NC,0,523,0,17154,9306,3870,1514,138,4779,1387,1428,532,1851,896,2144,1518,124,10291,4891,17292,9306,5384,47164
Nelsonville__OH,0,154,0,1857,1751,1075,164,107,5218,180,0,45,191,675,0,20,23,5640,866,1964,1751,1239,11460
Buffalo__MN,0,3951,0,4072,5720,4815,1454,0,990,54,0,79,351,2975,2688,6,349,5429,6014,4072,5720,6269,27504
Thomaston__GA,0,46,0,7969,6793,1733,1091,34,3460,4430,579,424,673,2393,0,342,7,9288,3066,8003,6793,2824,29974
Cambridge__MN,0,1293,0,7008,5266,3653,1351,0,3290,264,33,95,443,2363,3325,340,1271,6586,6131,7008,5266,5004,29995
Bald_Knob__AR,0,0,0,1187,1795,558,226,6,664,138,539,0,12,1161,54,143,56,1540,1227,1193,1795,784,6539
Grifton__NC,0,56,0,2552,1033,246,43,0,340,2055,76,1357,784,111,4587,2827,391,7102,5482,2552,1033,289,16458
Beebe__AR,0,120,0,2515,4382,1095,453,13,809,318,93,5,5,2260,498,109,0,1454,2763,2528,4382,1548,12675
Searcy__AR,0,933,0,9536,14281,6572,4327,209,6618,2460,2147,33,366,10137,7389,2823,224,15238,17892,9745,14281,10899,68055
Cambria__CA,0,126,0,3644,2205,727,38,0,0,1315,365,253,1578,25,38,17,43,2119,1641,3644,2205,765,10374
Santa_Maria__CA,0,34,0,14167,25964,20549,1857,107,0,861,133,2837,8519,2225,6728,19,57,3941,17472,14274,25964,22406,84057
Merced__CA,0,38,0,21053,31414,27612,4511,891,0,0,0,387,10141,11077,29420,131,0,556,50638,21944,31414,32123,136675
Planada__CA,0,0,0,257,850,602,18,59,0,0,0,119,151,0,1029,0,33,152,1180,316,850,620,3118
Gillespie__IL,0,0,0,2341,3949,806,228,18,385,0,0,0,0,213,656,0,0,385,869,2359,3949,1034,8596
Webster_City__IA,0,71,0,2761,3876,1457,583,0,65,0,0,0,779,14,1890,513,42,691,2683,2761,3876,2040,12051
Melrose__MN,0,305,0,596,1255,1143,163,0,77,4,0,0,27,217,140,16,21,423,384,596,1255,1306,3964
Sauk_Centre__MN,0,764,0,1721,2590,2022,451,0,261,52,0,0,73,767,621,101,179,1357,1461,1721,2590,2473,9602
Rio_Dell__CA,0,150,0,887,1617,1054,208,175,101,226,216,203,406,0,0,35,19,950,406,1062,1617,1262,5297
Sullivan__MO,0,6,0,3736,4919,2281,711,0,4185,52,1029,21,173,3014,138,70,0,5363,3325,3736,4919,2992,20335
Buies_Creek__NC,0,34,0,1864,2072,538,134,2,305,1128,365,267,1536,809,1339,331,56,2486,3684,1866,2072,672,10780
Wendell__Zebulon__NC,0,119,0,7015,5572,1621,582,27,3975,3531,1002,258,890,3249,1548,949,12,9846,5687,7042,5572,2203,30350
Windsor__NC,0,20,0,2243,962,520,85,32,96,552,42,1180,115,40,402,525,28,2443,557,2275,962,605,6842
Mathis__TX,0,76,0,1974,2392,1612,293,0,144,12,0,1199,736,525,2114,183,224,1838,3375,1974,2392,1905,11484
Odem__TX,0,0,0,908,681,784,164,7,21,0,0,573,251,217,905,33,0,627,1373,915,681,948,4544
Sinton__TX,0,50,0,1301,2124,1604,512,0,54,0,5,397,208,28,142,9,6,521,378,1301,2124,2116,6440
Morris__MN,0,37,0,2110,1630,1284,537,0,183,0,0,0,38,66,883,0,601,821,987,2110,1630,1821,7369
Okmulgee__OK,0,91,0,9025,5700,1777,848,0,3390,69,0,0,2231,3408,465,0,0,3550,6104,9025,5700,2625,27004
Key_West__FL,0,2252,0,3544,6068,9060,3036,0,0,0,0,5,54,0,0,1832,1041,5130,54,3544,6068,12096,26892
Waynesboro__GA,0,84,0,2711,3540,1756,803,25,516,424,17,1292,374,255,493,1257,186,3776,1122,2736,3540,2559,13733
Auburn__AL,0,721,0,37303,36425,15623,6604,352,21006,9246,3460,4116,1958,5566,1486,811,62,39422,9010,37655,36425,22227,144739
Mount_Gilead__OH,0,5,0,1515,1911,787,253,0,930,24,0,38,149,733,326,26,0,1023,1208,1515,1911,1040,6697
Havana__IL,0,225,0,516,2235,1824,590,6,268,0,0,0,63,68,506,178,9,680,637,522,2235,2414,6488
Union__MO,0,56,0,2317,4143,2134,984,40,3267,240,27,5,115,951,504,236,0,3831,1570,2357,4143,3118,15019
Washington__MO,0,106,0,3366,6319,3487,1544,21,2996,32,23,8,40,1539,392,135,0,3300,1971,3387,6319,5031,20008
Galena__KS__MO,0,26,0,842,1615,578,186,0,447,5,0,10,212,468,109,36,0,524,789,842,1615,764,4534
Hamilton__MT,0,51,0,1911,3627,1738,498,5,0,107,0,534,875,1500,440,270,536,1498,2815,1916,3627,2236,12092
Archer_Lodge__Clayton__NC,0,625,0,8156,3749,417,45,413,18448,4777,939,1018,2995,8688,5105,3157,172,29136,16788,8569,3749,462,58704
Clearlake_Riviera__CA,0,16,0,3648,707,166,12,17,22,733,1159,2051,300,0,0,0,8,3989,300,3665,707,178,8839
Colfax__CA,0,0,0,1689,815,357,60,0,740,2174,424,234,371,0,0,0,0,3572,371,1689,815,417,6864
Sonora__Jamestown__Phoenix_Lake__CA,0,292,0,10868,9083,2774,1404,0,8002,30817,1114,18061,7933,0,73,0,7,58293,8006,10868,9083,4178,90428
Hastings__NE,0,515,0,3043,12198,4899,2554,0,15,0,0,0,745,0,1581,228,0,758,2326,3043,12198,7453,25778
Taylorsville__NC,0,0,0,3464,3823,1248,298,0,3730,333,413,294,672,5055,20,6,0,4776,5747,3464,3823,1546,19356
Clovis__NM,0,104,0,9722,19694,6789,4069,34,0,0,0,64,13049,0,11464,0,46,214,24513,9756,19694,10858,65035
Craig__CO,0,0,0,2126,4136,3081,444,0,0,77,0,6109,0,230,238,0,0,6186,468,2126,4136,3525,16441
Metter__GA,0,18,0,2591,2285,580,240,0,299,380,55,463,160,257,399,921,70,2206,816,2591,2285,820,8718
Savanna__IL__IA,0,1847,0,777,1981,910,243,0,817,0,0,0,50,271,55,1526,88,4278,376,777,1981,1153,8565
Aspen__CO,0,5,0,3034,3054,1521,400,0,2154,407,5,1569,198,105,0,531,26,4697,303,3034,3054,1921,13009
Colby__KS,0,24,0,1169,3273,1116,420,5,75,0,0,0,1802,10,710,0,0,99,2522,1174,3273,1536,8604
Jesup__GA,0,0,0,10925,7715,2589,883,0,285,1731,5,1678,332,397,2,3976,387,8062,731,10925,7715,3472,30905
Brookfield__MO,0,0,0,1824,3868,992,319,0,76,0,21,0,0,620,607,133,0,230,1227,1824,3868,1311,8460
Mecca__CA,0,26,0,291,867,766,53,15,0,0,0,6514,0,1280,1388,0,6,6546,2668,306,867,819,11206
Miami__OK,0,51,0,3984,9884,3754,1545,126,845,0,0,0,89,2430,204,164,37,1097,2723,4110,9884,5299,23113
Ellsworth__ME,0,181,0,1173,1483,1147,667,9,417,882,1361,437,92,111,0,99,101,3478,203,1182,1483,1814,8160
North_Conway__NH,0,59,0,3503,3333,2561,874,61,900,2999,5856,521,157,251,211,1122,155,11612,619,3564,3333,3435,22563
Moundville__AL,0,13,0,2224,1198,273,36,0,873,420,758,799,16,1408,540,432,0,3295,1964,2224,1198,309,8990
Mount_Vernon__TX,0,0,0,564,3372,820,366,0,913,247,0,71,108,1647,0,176,0,1407,1755,564,3372,1186,8284
Hudson__NY,0,203,0,2314,2256,3246,1435,17,2808,520,121,487,316,1889,21,314,558,5011,2226,2331,2256,4681,16505
Itta_Bena__MS,0,6,0,1768,731,322,77,0,5,15,0,0,0,0,1560,166,0,192,1560,1768,731,399,4650
Chico__CA,0,192,0,10929,20996,31083,6969,1138,121,33,39,142,9813,0,17530,344,0,871,27343,12067,20996,38052,99329
Gridley__CA,0,5,0,1327,1846,2104,526,10,0,0,0,0,46,387,6653,0,3,8,7086,1337,1846,2630,12907
Susanville__CA,0,5,0,866,4221,2808,988,0,0,281,0,3519,920,1546,183,0,42,3847,2649,866,4221,3796,15379
Lamar__CO,0,255,0,1587,4658,1911,504,0,0,16,0,3353,672,0,609,190,332,4146,1281,1587,4658,2415,14087
Poinciana__FL,0,275,0,15990,10864,2915,358,114,11,161,0,446,219,265,0,17337,521,18751,484,16104,10864,3273,49476
Chowchilla__CA,0,61,0,3253,2778,3106,353,88,0,0,0,14,1391,494,1768,0,0,75,3653,3341,2778,3459,13306
Woodburn__OR,0,13,0,4296,8260,7483,3324,11,13,63,14,25,29,4950,4733,263,23,414,9712,4307,8260,10807,33500
Monmouth__Independence__OR,0,400,0,2056,4575,3803,1060,26,0,0,0,0,173,2012,1011,513,24,937,3196,2082,4575,4863,15653
Sheridan__OR,0,296,0,1646,2665,1391,581,33,25,75,30,35,40,1589,465,392,103,956,2094,1679,2665,1972,9366
Thomson__GA,0,8,0,5222,3793,1711,719,32,1994,2063,207,154,921,647,0,262,0,4688,1568,5254,3793,2430,17733
Centre__AL,0,6641,0,4502,4800,1595,681,191,2272,2793,2029,1143,536,3177,5390,334,50,15262,9103,4693,4800,2276,36134
Columbiana__AL,0,12,0,1906,935,575,241,66,1457,1108,360,166,436,476,18,115,7,3225,930,1972,935,816,7878
Paloma_Creek_South__Paloma_Creek__TX,0,12,0,390,722,1389,152,5,257,0,0,0,129,65,298,0,5,274,492,395,722,1541,3424
Van__TX,0,0,0,1150,3788,508,193,0,334,17,0,68,0,839,0,23,0,442,839,1150,3788,701,6920
Basalt__El_Jebel__CO,0,47,0,1698,2681,1696,179,0,171,1567,0,1827,3,828,0,864,0,4476,831,1698,2681,1875,11561
Commerce__GA,0,64,0,5159,4267,1673,967,41,3545,598,45,313,902,512,0,202,5,4772,1414,5200,4267,2640,18293
Jacksboro__TX,0,5,0,2018,1513,858,337,0,214,114,0,110,1203,0,0,0,0,443,1203,2018,1513,1195,6372
Oakhurst__CA,0,0,0,1018,1347,557,328,0,301,5830,0,712,690,0,0,0,0,6843,690,1018,1347,885,10783
Tybee_Island__GA,0,563,0,1202,1919,937,202,595,0,331,0,36,30,0,0,305,2911,4146,30,1797,1919,1139,9031
Monte_Vista__CO,0,87,0,382,1972,2032,250,0,0,0,0,427,135,341,0,399,196,1109,476,382,1972,2282,6221
Knoxville__IA,0,5,0,1519,3491,1757,517,0,699,13,0,0,30,731,663,6,0,723,1424,1519,3491,2274,9431
Pella__IA,0,20,0,2901,4435,2900,1224,9,1109,0,0,0,409,2978,2074,10,0,1139,5461,2910,4435,4124,18069
Cordele__GA,0,0,0,5596,7169,2926,1964,0,884,450,303,34,641,602,750,368,44,2083,1993,5596,7169,4890,21731
Granite_Falls__WA,0,442,0,2943,2180,909,163,39,567,2635,3060,664,19,245,0,193,5,7566,264,2982,2180,1072,14064
Montesano__Elma__WA,0,12,0,4123,5266,2998,666,31,186,359,136,221,290,1162,30,215,278,1407,1482,4154,5266,3664,15973
